"dates","titles","end_price","start_price","high_price","low_price","amount"
"2019-05-02","SK이노베이션, 베트남 탐사 광구에서 원유 추가 발견",183000,182000,185000,181000,160486
"2019-05-03","SK이노베이션, 경쟁사 안 멈추면 법적조치 등 강력 대응키로",180000,184000,185000,180000,174007
"2019-05-07",NA,177000,178000,179000,176500,194578
"2019-05-08",NA,176000,175500,177000,174000,165250
"2019-05-09","SK에너지, ‘SK주유소 건축디자인 공모전’ 개최",169000,176000,177000,169000,296691
"2019-05-10",NA,170500,170500,172500,169000,183947
"2019-05-12","소셜 벤처와 협업으로 사회적 문제해결 모색하는 SK이노베이션",NA,NA,NA,NA,NA
"2019-05-13",NA,167500,168000,171500,167500,146511
"2019-05-14",NA,166000,166500,167000,164000,231350
"2019-05-15","SK에너지, ‘3천 포인트 특권’ 행사 시행",170000,166500,173000,166000,263709
"2019-05-15","SK이노베이션, 중국에 배터리 생산공장 신규로 건립키로",170000,166500,173000,166000,263709
"2019-05-16",NA,168000,170500,172500,168000,214280
"2019-05-17",NA,168000,169500,172000,168000,141098
"2019-05-19","SK에너지, 사회적가치 창출  ‘내트럭하우스’로 한국로지스틱스대상 수상",NA,NA,NA,NA,NA
"2019-05-20",NA,165000,167000,168500,165000,162934
"2019-05-21","“오토모티브<U+2219>엔지니어링 플라스틱 등 차세대 고부가제품 중국시장 선점 나서”",168500,164500,170000,164500,186654
"2019-05-22","SK이노베이션, “배터리<U+2219>소재 사업에서 협력사와 함께 세계적 경쟁력 갖춘다”",167500,168500,171000,167000,179583
"2019-05-23","SK종합화학 나경수 사장, ´차이나플라스´ 현장 직접 찾아 고객 맞이 나서",169500,168500,171000,167000,169578
"2019-05-24",NA,165000,166000,167500,164500,275408
"2019-05-27","배터리 수직계열화를 넘어 E모빌리티<U+2219>에너지 솔루션 사업으로 확장",164500,164000,166000,162000,219768
"2019-05-28",NA,161000,163000,166500,161000,1651935
"2019-05-29","SK에너지-위메프 손잡고 ‘로컬 라이프’ 서비스 만든다",162500,161500,164500,160500,445189
"2019-05-30",NA,165000,162500,165500,162000,291144
"2019-05-31",NA,165000,163500,166500,161500,247974
"2019-06-02","SK에너지, 친환경 사업개발 이어 친환경 사업장 조성해 환경SV 키운다",NA,NA,NA,NA,NA
"2019-06-03","SK루브리컨츠, 中 페트로차이나에 고급 윤활기유 ‘유베이스’ 공급 계약 체결",164000,163000,164500,161000,271675
"2019-06-04","SK에너지, 25-35 청춘여행 ‘SK오일로패스’ 캠페인 개시",163000,165500,166000,162500,199607
"2019-06-05",NA,161500,165000,166000,160500,247367
"2019-06-07",NA,160500,162500,163000,160000,150248
"2019-06-09","SK종합화학, ‘독한 혁신으로 화학회사가 환경SV 창출 앞장서겠다’ 선언 “폐플라스틱<U+2219>폐비닐 등 화학제품 문제 3R로 해결”",NA,NA,NA,NA,NA
"2019-06-10","근거 없는 배터리 소송제기 경쟁사 상대로, SK이노베이션, ‘명예훼손 손해배상/채무부존재 확인 청구 소송’ 제기",162500,162000,163000,161000,236212
"2019-06-11","SK오일로패스, 폭발적 반응… 청춘 인싸템 등극",163000,162500,163000,161500,189427
"2019-06-12","SK이노베이션, “그린밸런스 독한 혁신으로 환경분야 소셜벤처 육성키로”",161500,163000,163500,161000,162079
"2019-06-13",NA,161500,161500,161500,158500,283530
"2019-06-14",NA,159500,161500,162000,158500,188170
"2019-06-17",NA,157500,159500,159500,157500,170591
"2019-06-18",NA,159000,158500,159000,157000,153873
"2019-06-19",NA,159500,160500,162500,158500,204093
"2019-06-20","SK루브리컨츠,’전기차용 등 친환경 윤활유 확대해 사회적가치 창출한다’",161000,160000,161500,159500,123558
"2019-06-21","SK이노, 환경부 등 손잡고 환경 사회적기업 창업 아이디어 공모전 개최",161000,162000,162500,160500,186484
"2019-06-24","SK이노베이션, 장애인 일자리 창출 및 고용에 본격 팔 걷는다",160500,162000,162500,160000,118181
"2019-06-25",NA,160000,161000,162000,160000,181701
"2019-06-26",NA,160500,160000,160500,158500,122976
"2019-06-27","SK종합화학, 에너지<U+2219>화학업계 최초 7년 연속 동반성장 ‘최우수기업’ 선정",160500,160000,161500,159000,179252
"2019-06-27","美 조지아주 주지사 일행, SK이노베이션 최첨단 배터리공장 찾아",160500,160000,161500,159000,179252
"2019-06-28","“’고요한 택시’가 특별한 기사님을 모십니다”",159000,159500,160500,159000,133768
"2019-07-01","SK이노베이션, ‘소셜벤처와 협업한 그린밸런스 독한 혁신’ 성공적 첫발!",161500,160500,162500,159500,157429
"2019-07-02",NA,165000,161500,166500,161000,358513
"2019-07-03",NA,162000,163500,167000,162000,214187
"2019-07-04","SK이노베이션, 전라북도 ‘사회적경제 활성화’ 공로 인정받아",171500,164000,172000,164000,520983
"2019-07-05",NA,172500,172000,173000,169000,204655
"2019-07-07","SKTI, ‘독한 혁신’으로 역내 No.1 저유황유 공급 업체로 도약",NA,NA,NA,NA,NA
"2019-07-08","친환경분야 사회적기업 창업 공모 ‘친환경 열풍만큼 뜨거워’",169500,172000,172500,168500,163378
"2019-07-09",NA,166500,169000,171000,165500,165049
"2019-07-10",NA,165500,169500,169500,165000,175839
"2019-07-11","SK이노-제주클린에너지, 열분해 유화기술로 폐플라스틱<U+2219>폐비닐 환경문제해결 앞장",172500,173000,175000,169500,384074
"2019-07-12",NA,175000,172500,178500,171000,424485
"2019-07-15",NA,172500,174500,176500,172500,171995
"2019-07-16","SK이노베이션, 가격폭락 마늘 수매해 범국민적 소비촉진 동참",171500,173000,174000,169500,157528
"2019-07-17",NA,172000,170500,172000,166500,197939
"2019-07-18",NA,169000,170500,171500,167000,168438
"2019-07-19","SK, 해외 석유유통시장 공략 본격화… 미얀마 2위 업체 지분인수",170000,169000,172000,167500,161228
"2019-07-21","SK이노베이션, ‘자연스러운’ 친환경 혁신 캠페인 펼친다",NA,NA,NA,NA,NA
"2019-07-22",NA,173500,170500,175000,170500,202239
"2019-07-23",NA,177000,175500,178000,174500,255961
"2019-07-24","환경부-SK이노베이션, 친환경 사회적경제 함께 육성한다",176500,176500,177500,175500,171633
"2019-07-25",NA,172000,176000,176000,171500,179469
"2019-07-26","SK이노베이션, 정유-비정유 안정적 사업 포트폴리오로 실적 선방했다",173000,171000,174000,170000,157044
"2019-07-29","SK이노베이션, 단체교섭 프레임 혁신 통해 노사관계 뉴노멀 구축",169000,174000,174000,164500,282759
"2019-07-30","마린이노베이션, 해조류를 친환경 소재로..., 연내 상업 생산 목표",170500,169000,172000,166500,171279
"2019-07-30","울릉군청, UN환경계획-SK이노와 공동 일회용품 안쓰는 청정섬 캠페인",170500,169000,172000,166500,171279
"2019-07-31",NA,171000,171500,172000,167500,218471
"2019-08-01",NA,171500,168000,172500,168000,123262
"2019-08-02","SK종합화학 페트병 ‘뜯버’ 캠페인, 생활 속 친환경 실천방법으로 주목",168500,166000,170000,164500,247620
"2019-08-04","SK이노베이션, 친환경 사회적기업 ‘그레이프랩’ 거물로 키우겠다",NA,NA,NA,NA,NA
"2019-08-05",NA,165500,167500,170000,165000,196157
"2019-08-06",NA,163500,162000,166500,159000,272611
"2019-08-07","환경부-SK이노, 친환경 공모전, 환경바꿀 혁신기업 팍팍 밀어준다 - 대상에 ‘차량 시동꺼도 냉동장치 계속 가동시키는 기술’ 선정",163000,163500,164500,160500,148233
"2019-08-08",NA,159000,163500,164500,159000,287387
"2019-08-09",NA,159500,160000,162500,159000,154222
"2019-08-12",NA,158000,160000,162500,158000,160489
"2019-08-13",NA,152000,157500,158500,151000,301636
"2019-08-14",NA,158000,155000,158000,154000,305082
"2019-08-15","SK이노베이션, 국내 기업 최초로 그린 론 조달 성공해 신성장동력 투자강화",NA,NA,NA,NA,NA
"2019-08-16",NA,158000,156500,158000,153500,193779
"2019-08-19",NA,160000,158000,162000,156500,190419
"2019-08-20","SK에너지, 유조차에 친환경 캠페인 옷 입힌다",162500,161000,165000,160000,203741
"2019-08-21","주유소 기반 ‘홈픽’ 주문량 3배 급증…, 일평균 3만건 돌파",164000,162500,165000,161000,212521
"2019-08-22",NA,164500,163000,165500,163000,135800
"2019-08-23",NA,161500,164500,164500,161000,114408
"2019-08-26",NA,159000,158000,160000,156500,108358
"2019-08-27","존 믈리나 美하원의원, SK종합화학 미시건 사업장 격려방문",156000,158500,160500,156000,252680
"2019-08-27","SK 토크콘서트에 초청된 발달장애인 음악팀",156000,158500,160500,156000,252680
"2019-08-28","SK이노베이션, 의미와 재미 모두 담긴 기업PR캠페인으로 시청자 저격",156500,157000,157500,155000,162949
"2019-08-29",NA,156000,158500,160500,155500,213960
"2019-08-30",NA,165000,159500,167000,159000,355730
"2019-09-02",NA,165500,163500,166500,162500,125921
"2019-09-03",NA,162500,165500,166000,161000,155159
"2019-09-04","SK이노베이션, 신입사원 모집에 딥러닝 ‘챗봇’ 도입",161500,160500,162500,160000,189246
"2019-09-05","청춘들의 행복 가득한 여행 이야기… #힘내요_청춘 #SK오일로패스",164000,163000,165000,161500,226660
"2019-09-06",NA,164500,163000,164500,161500,143121
"2019-09-08","SK에너지, 2023년까지 190개 주유소에 전기차 충전시설 갖추기로",NA,NA,NA,NA,NA
"2019-09-09","SK에너지, 3천억원 규모 그린본드 발행 나선다",165500,164500,166000,163000,144318
"2019-09-10",NA,166500,166000,168000,165500,136450
"2019-09-11",NA,168500,167000,170000,167000,269315
"2019-09-15","SK이노베이션, 3년 연속 ‘DJSI 월드기업’ 선정…",NA,NA,NA,NA,NA
"2019-09-16",NA,173000,176000,178000,172000,440689
"2019-09-17",NA,171500,175500,176000,171500,177686
"2019-09-18",NA,169500,170500,171000,166000,177176
"2019-09-19",NA,169000,168500,170000,167500,130936
"2019-09-20","SK이노베이션 기업PR캠페인 “해외에서 5천만이 우~와~”",168500,167500,169500,167500,183966
"2019-09-23","SK종합화학, 美 ‘팩 엑스포’ 첫 참가…패키징 기반 글로벌 시장 공략 나서",169500,168000,170000,167000,126103
"2019-09-24","SK종합화학 나경수 사장, ´팩 엑스포 2019´ 현장 방문",169500,170000,170000,168000,93282
"2019-09-25",NA,168000,167500,168500,167000,164220
"2019-09-26",NA,166500,169000,169000,165500,194921
"2019-09-27","SK이노베이션, 페루 광구 지분 매각 ""포트폴리오 혁신 가속한다""",164000,167000,167000,164000,144471
"2019-09-30",NA,166000,164000,168000,164000,191316
"2019-10-01",NA,165500,165000,167000,164000,186021
"2019-10-02","SK종합화학, 장애인 일자리 확대해 사회적가치 창출 앞장",162500,164500,165000,162500,126155
"2019-10-02","SK이노베이션, ‘한국IR대상’ 최우수상 수상 … 기업가치 상승 위한 노력 성과",162500,164500,165000,162500,126155
"2019-10-04",NA,164000,162500,166000,162000,123549
"2019-10-07",NA,165000,164000,166000,164000,134259
"2019-10-08",NA,168000,164000,168500,164000,178743
"2019-10-09","SK이노베이션 기업PR캠페인 글로벌 1억 조회 첫 달성",NA,NA,NA,NA,NA
"2019-10-10",NA,163000,165000,167000,163000,294245
"2019-10-11",NA,167500,165000,169500,164500,208683
"2019-10-14",NA,169000,170000,171500,168000,129936
"2019-10-15","SK종합화학, 유럽서 첫 M&A…, 아르케마社 고기능성 폴리머 사업 인수",164000,169000,169000,163500,230032
"2019-10-16",NA,162000,164000,165500,161500,219080
"2019-10-17",NA,162500,164000,164500,161500,184301
"2019-10-18",NA,163000,163500,164000,162000,220674
"2019-10-21",NA,160500,164000,164500,160500,120209
"2019-10-22",NA,163500,161000,163500,160500,157256
"2019-10-23","“오늘은 우리가 주인공!” 발달장애인 음악축제 GMF 열려",159500,164000,164000,159000,254719
"2019-10-24",NA,163500,160500,163500,160000,185498
"2019-10-25",NA,162000,162500,163500,161000,133143
"2019-10-28",NA,161000,163000,163500,161000,98771
"2019-10-29",NA,162500,161000,162500,161000,123260
"2019-10-30",NA,159000,163000,163000,159000,156756
"2019-10-31","SK루브리컨츠·도로교통공단, 교통안전 문화 확산시켜 사회적가치 창출키로",160000,159500,161500,158500,287520
"2019-10-31","딥체인지로 非정유부문 고루 양호한 실적…시장 전망치 상회했다",160000,159500,161500,158500,287520
"2019-11-01",NA,160500,160000,162500,159000,222067
"2019-11-03","폐플라스틱 환경 문제 해결 위해 패키징 산업 민<U+2219>관<U+2219>학 공동 대응 나섰다",NA,NA,NA,NA,NA
"2019-11-04",NA,160500,161000,163000,160000,187604
"2019-11-05","SK이노베이션 환경부와 손잡고 친환경 사회적기업 생태계 조성 나서",161000,161000,162000,160000,167674
"2019-11-06",NA,159500,161500,162000,159500,188805
"2019-11-07",NA,160000,160000,161000,159500,136468
"2019-11-08",NA,162000,161000,162500,160500,192665
"2019-11-11",NA,161000,162500,162500,161000,137709
"2019-11-12","SK이노베이션-행복나래-교보핫트랙스, 사회적기업 성장 돕기 위해 뭉쳤다",160500,161500,162000,159500,138025
"2019-11-13","SK루브리컨츠, 친환경 윤활유 제품 시장 공략 가속화",157000,160000,160000,157000,244531
"2019-11-14","안빈섬 ‘탄소제로섬 프로젝트’ 기반 베트남 현지 친환경 사회적 가치 창출 및 확산 나서",159000,158000,159000,157500,166515
"2019-11-15",NA,159500,158000,161000,158000,134825
"2019-11-18","SK이노베이션, ‘국민행복 프로젝트 우와쏭 챌린지’ 이벤트 실시",160000,160000,161000,159000,119319
"2019-11-19",NA,158500,158500,159000,156000,280790
"2019-11-20","SK에너지, 정유사가 친환경 태양광 전기 생산하는 시대 열었다",155000,157000,157000,154500,222550
"2019-11-21",NA,154500,156000,156500,154000,183714
"2019-11-22",NA,152000,154000,154000,151500,297002
"2019-11-25",NA,150500,152000,152000,149000,366745
"2019-11-26",NA,149500,150500,151000,149500,379389
"2019-11-27","수소충전도 OK! SK에너지, 친환경 복합 에너지 스테이션 구축 첫발",150000,149000,151500,149000,224938
"2019-11-28",NA,147500,149500,149500,147000,244653
"2019-11-29","SK에너지, 중국 합작사 세워 세계최대 아스팔트 시장 확대 나서",146500,147500,149000,146000,309935
"2019-11-29","SK종합화학, 협력사 채용 돕는 채용박람회 개최해 ’행복 추구’ 나선다",146500,147500,149000,146000,309935
"2019-12-01","친환경설비(VRDS) 투자 강화로 경제적-사회적가치 동시에 잡는다",NA,NA,NA,NA,NA
"2019-12-02",NA,147500,148000,150000,147000,264608
"2019-12-03",NA,146500,147500,148000,145500,222422
"2019-12-04","SK이노베이션, 배터리 핵심소재 코발트 대량 확보",144000,145500,146000,143000,298904
"2019-12-05","SK이노베이션 딥체인지 성과, 중국 창저우 배터리 공장 준공",142000,144000,146000,141000,395609
"2019-12-05","SK이노베이션, 딥체인지 사업 역량 강화 초점 맞춰 조직 개편",142000,144000,146000,141000,395609
"2019-12-06",NA,141500,142000,143500,141000,171097
"2019-12-09",NA,145500,142500,146500,142000,319733
"2019-12-10",NA,145500,146500,147000,144500,147285
"2019-12-11",NA,146000,146500,147000,145000,282151
"2019-12-12",NA,147500,146500,149000,146000,639388
"2019-12-13",NA,148500,148500,149000,148000,312926
"2019-12-16",NA,148000,148500,150000,148000,279018
"2019-12-17","SK지크, 러시아 No.1 윤활유 브랜드로 입지 굳힌다",149000,147500,150000,147500,221518
"2019-12-18",NA,149500,149000,150000,148000,317487
"2019-12-19",NA,152000,149500,152000,148500,231618
"2019-12-20",NA,153500,152500,154000,152000,357667
"2019-12-23",NA,153500,154000,154000,152000,256464
"2019-12-24",NA,154000,153000,154000,152500,248367
"2019-12-25","SK에너지, 전국 SK주유소에서 전기차 무료 충전 서비스 개시",NA,NA,NA,NA,NA
"2019-12-26",NA,155000,154000,155500,153500,243416
"2019-12-27",NA,151000,151000,151500,150000,232178
"2019-12-30",NA,150000,151000,151500,149500,156222
"2020-01-01","SK이노베이션, 새해 첫날 ‘그린밸런스<U+2013>행복추구 모두 독하게 해내자’ 다짐",NA,NA,NA,NA,NA
"2020-01-02","SK이노베이션, 고객 혁신 위한 ‘SK inside’모델 CES에서 공개",146500,150500,151000,146500,217016
"2020-01-03",NA,149500,147500,150000,146500,274987
"2020-01-05","SK이노베이션, 기본급 1%기부 노사합의로 조성된 ‘1%행복나눔기금’올해까지 163.6억 조성.., 97억은 이미 사회환원",NA,NA,NA,NA,NA
"2020-01-06",NA,148000,151000,153000,147000,317436
"2020-01-07",NA,144500,148000,148500,144000,324559
"2020-01-08","SK이노베이션, CES에서 ‘E-모빌리티 혁신 성장 방향 찾는다’",137000,144000,144000,136000,703267
"2020-01-09",NA,137500,140000,141000,136000,642625
"2020-01-10",NA,138000,137500,140500,136500,421153
"2020-01-13","SK이노, 정부-협력사와 함께 더 큰 상생 사회적 가치 창출한다",138000,138000,139500,137000,316600
"2020-01-14",NA,139500,138500,141000,138500,407292
"2020-01-15",NA,137000,140000,140000,136000,390034
"2020-01-16",NA,133000,136500,137000,132000,768253
"2020-01-17",NA,133500,133000,135000,132500,712244
"2020-01-19","SK이노 스키노맨이 전하는 CES현장…재미와 유익함 더했다",NA,NA,NA,NA,NA
"2020-01-20","SK지크, 브랜드 사이트 새단장 “내 차에 맞는 윤활유 찾으세요”",135500,134000,136500,134000,336029
"2020-01-21","SK이노, 친환경 ‘파력발전’ 기술 보유 소셜벤처 ‘인진’에 25억원 투자",134500,136500,137000,134000,301217
"2020-01-22",NA,134500,134500,135500,133000,171566
"2020-01-23",NA,130000,134000,134000,129500,487400
"2020-01-28",NA,125000,125500,126000,123000,646320
"2020-01-29",NA,125000,125500,126000,123000,481939
"2020-01-30",NA,125000,125000,127500,124000,401074
"2020-01-31","SK이노베이션, 전체 실적 하락속 ‘작년 4분기, 전년 동기대비 흑자전환´",130000,125000,132000,122000,1239192
"2020-02-02","SK에너지, 1조 투자한 친환경 설비 VRDS 3개월 앞당겨 기계적 준공",NA,NA,NA,NA,NA
"2020-02-03",NA,123500,128500,128500,123500,784715
"2020-02-04","SK이노베이션, 배터리 핵심 광물 윤리적 구매 나섰다",128000,124000,129000,123500,984815
"2020-02-05",NA,134000,131000,137000,130000,1477432
"2020-02-06",NA,136000,136000,137000,134000,715116
"2020-02-07",NA,133500,135000,135000,132500,469148
"2020-02-10",NA,136500,133000,137500,132000,475102
"2020-02-11",NA,140500,136500,141500,136000,831853
"2020-02-12","[신년기획] 미리 보는 SK이노베이션의 2020년, SKinno News가 만난 CEO ⑤",140500,141000,142000,138500,543484
"2020-02-13",NA,138500,140000,142000,138500,535292
"2020-02-14",NA,137500,140000,140000,137500,373925
"2020-02-17",NA,136500,129000,138000,128000,1037542
"2020-02-18",NA,136500,136500,140000,134500,524500
"2020-02-19",NA,135000,137500,138000,134000,432028
"2020-02-20",NA,133000,135500,136000,132000,437224
"2020-02-21",NA,130500,132000,132500,130000,428746
"2020-02-24","[신년기획] 미리 보는 SK이노베이션의 2020년, SKinno News가 만난 CEO ⑨",123500,126000,127000,123500,531391
"2020-02-25",NA,122500,120000,124000,120000,647578
"2020-02-26",NA,120000,120500,122000,119500,787056
"2020-02-27",NA,116500,120000,120000,116500,675134
"2020-02-28",NA,113000,113500,114000,112000,771944
"2020-03-02",NA,114000,112000,115500,112000,609843
"2020-03-03",NA,114500,116500,118500,114000,625052
"2020-03-04",NA,115000,115500,117000,114000,555120
"2020-03-05",NA,113000,116500,116500,112000,799821
"2020-03-06",NA,108000,111000,111500,107000,827288
"2020-03-09",NA,99100,101500,103000,99000,1440983
"2020-03-10",NA,100500,98000,102000,96700,1154291
"2020-03-11",NA,98000,101000,102500,96800,791383
"2020-03-12",NA,92400,97300,97400,90500,1006172
"2020-03-13",NA,86500,83300,87200,82500,1232107
"2020-03-16",NA,80200,86000,86900,80200,1113686
"2020-03-17",NA,77900,75100,79400,75100,1006085
"2020-03-18",NA,70900,77300,77800,70900,919817
"2020-03-19",NA,57300,70900,72300,55100,2188651
"2020-03-20",NA,64800,61000,65100,59100,1719407
"2020-03-23",NA,60300,58500,62900,57800,1162459
"2020-03-24",NA,72000,63100,73200,61500,1571585
"2020-03-25",NA,90000,79000,91300,75700,2877009
"2020-03-26","SK종합화학, ‘고부가 화학회사로 딥체인지’위해 범용 화학제품 일부 가동 중단",85000,91000,100500,84900,3277516
"2020-03-26","SK이노베이션 정기주주총회 개최",85000,91000,100500,84900,3277516
"2020-03-27","SK슈가글라이더즈 선수단, 대구 의료진에 기부금 전달",87700,89600,90500,85200,1746990
"2020-03-29","1조원 SK에너지 VRDS 대역사, 무사고<U+2219>공기단축 신기록 수립",NA,NA,NA,NA,NA
"2020-03-30",NA,86100,83400,87700,81700,1151182
"2020-03-31",NA,87000,88000,88200,84500,1027447
"2020-04-01","SK울산CLX, 온라인 실시간으로 직원 교육 나섰다",82500,85100,87000,82500,835614
"2020-04-02",NA,90400,83100,93500,81400,2074973
"2020-04-03",NA,89700,95800,98500,87800,1788505
"2020-04-06",NA,94400,91100,95500,90000,1393130
"2020-04-07",NA,94300,96500,96900,91900,1161168
"2020-04-08",NA,93600,92600,95900,92200,828451
"2020-04-09",NA,98000,96800,98000,95000,1180802
"2020-04-10",NA,100500,95300,101500,95300,1300475
"2020-04-13",NA,96300,99800,100500,95800,778610
"2020-04-14",NA,97200,97100,99300,96500,682589
"2020-04-16",NA,96700,95300,98000,94300,733830
"2020-04-17",NA,97700,97300,98500,97100,878699
"2020-04-20",NA,99000,99200,102500,98300,898140
"2020-04-21",NA,98500,97500,101000,95300,975923
"2020-04-22",NA,96300,96500,97300,95100,751758
"2020-04-23",NA,99400,98700,100000,97300,914524
"2020-04-24",NA,97600,100500,101000,97500,619467
"2020-04-27",NA,97600,97600,98900,97600,454652
"2020-04-28","위기에서 과감한 투자를 통한 딥체인지…, 배터리 경쟁력 확보",96500,96200,97700,95700,655250
"2020-04-29",NA,98300,97000,100500,97000,889335
"2020-05-01","SK이노베이션, 구성원 역량 강화는 어려워도 필수…언택트로 교육 확대",NA,NA,NA,NA,NA
"2020-05-04",NA,96700,99900,99900,96500,831689
"2020-05-06","SK이노베이션, 2020년 1분기 실적발표",100000,99200,103000,99200,1419621
"2020-05-07",NA,98700,99200,99500,97800,670766
"2020-05-08",NA,98600,99000,99500,98600,448962
"2020-05-10","“SK에너지·SK트레이딩인터내셔널, 미얀마에 코로나19 진단 키트 기부”",NA,NA,NA,NA,NA
"2020-05-11",NA,97500,99200,99600,97500,466477
"2020-05-12",NA,95400,97000,97400,95000,642196
"2020-05-13","장충체육관 크기 원유저장탱크 드론 검사 도입…, 스마트 플랜트 성과",95500,95000,95500,93000,608052
"2020-05-14","SK에너지, 전문업체와 차량관리 서비스 통합플랫폼 구축..,고객가치 혁신",93600,94500,94800,93000,490652
"2020-05-15",NA,94400,94900,96000,94200,480497
"2020-05-18",NA,96800,96000,96900,94400,567019
"2020-05-19",NA,103500,101500,104000,100000,1724747
"2020-05-20",NA,103500,101500,104500,101000,614306
"2020-05-21","사회안전망 구축 차원 협력사 직원에 행복지원금 2.2억 지급",106500,106000,110000,105500,1120684
"2020-05-22",NA,103500,106500,107000,102000,686662
"2020-05-25",NA,106000,104000,106500,102000,564404
"2020-05-26","환경부-SK이노베이션, 환경문제 해결할 소셜 비즈니스 발굴 나선다",121000,106000,122500,105500,2739083
"2020-05-27",NA,122500,122500,129000,118000,1965007
"2020-05-28",NA,118000,121000,124500,116500,1069233
"2020-05-29",NA,118500,119000,121000,117500,737780
"2020-06-01",NA,124000,123500,127000,122000,664521
"2020-06-02",NA,124000,123000,126000,122500,540554
"2020-06-03","SK종합화학, 佛 고기능성 폴리머 사업 인수 끝내 소재 경쟁력 강화",127500,127000,128500,125000,731734
"2020-06-04",NA,125500,129000,130500,125000,830214
"2020-06-05",NA,124500,125500,126500,122500,213303
